CD_CVM,TICKER,DENOM_SOCIAL,DENOM_COMERC,SETOR_ATIV,PF_PJ,CNPJ,DT_REG,DT_CONST,DT_CANCEL,MOTIVO_CANCEL,SIT_REG,DT_INI_SIT,SIT_EMISSOR,DT_INI_SIT_EMISSOR,CATEG_REG,DT_INI_CATEG,AUDITOR,CNPJ_AUDITOR,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,CIDADE,UF,PAIS,CD_POSTAL,TEL,FAX,EMAIL,TP_RESP,RESP,DT_INI_RESP,LOGRADOURO_RESP,COMPL_RESP,BAIRRO_RESP,CIDADE_RESP,UF_RESP,PAIS_RESP,CEP_RESP,TEL_RESP,FAX_RESP,EMAIL_RESP,TP_MERC
507,,ARCON SA IND ELETROMETALURGICA,ARCON METALURGICA,METALURGIA E SIDERURGIA,PJ,9.26602E+13,8/5/1968,,12/3/1987,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,12/3/1987,,,,,MOREIRA AUDITORES BRAS ASSOC,9.26976E+13,SEDE,"AV.DOS ESTADOS, 1869-ANCHIETA",,,PORTO ALEGRE,RS,BRASIL,,(0512) 421000,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,CELSO ALCARAZ GOMES,8/5/1968,"AV.DOS ESTADOS, 1869-ANCHIETA",,,PORTO ALEGRE,RS,,90000000,(0512) 421000,,,BALCÃO NÃO ORGANIZADO
515,,ARMAZENS GERAIS EMPR UNIAO SA,ARMAZENS UNIAO,Serviços Transporte e Logística,PJ,1.51097E+13,7/20/1977,,3/8/1991,ELISÃO POR INCORPORAÇÃO,CANCELADA,3/8/1991,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"PCA. DOS TUPINAMBAS, 2",,,SALVADOR,BA,BRASIL,,(71) 2448744,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSE CARLOS DA COSTA GOMES,7/20/1977,"PCA. DOS TUPINAMBAS, 2",,,SALVADOR,BA,,40015000,(71) 2421788,,,BOLSA
523,,ARNO SA,ARNO,"Máquinas, Equipamentos, Veículos e Peças",PJ,6.1065E+13,9/23/1968,,5/16/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,5/16/2000,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,AVENIDA  ARNO  Nº  146,,MOÓCA,SÃO PAULO,SP,BRASIL,,(11) 69154322,(11) 69154156,arnodir@unisys.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALCIDES ALVARES LOURENCI,9/23/1968,AVENIDA ARNO Nº 146,,MOÓCA,SÃO PAULO,SP,,3108900,(11) 69154322,(11) 69154156,alourenc@unisys.com.br,BOLSA
531,,ARTEFATOS PAPEL NE SA ARTEPE,ARTEPE,OUTRAS ATIVIDADES INDUSTRIAIS,PJ,1.09761E+13,12/30/1970,,11/5/1986,ELISÃO POR LIQUIDAÇÃO,CANCELADA,11/5/1986,,,,,,,SEDE,BR 101 KM 249,,,IGARASSU,PE,BRASIL,,(81) 5430130,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JERSY POPLAWSKI,12/30/1970,BR 101 KM 249,,,IGARASSU,PE,,53600000,(81) 5430130,,,BOLSA
566,,KUALA SA,KUALA S.A.,TEXTIL E VESTUÁRIO,PJ,8.26407E+13,1/3/1969,5/23/1936,6/30/2006,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,6/30/2006,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,REPUBLICA ARGENTINA,751,PONTA AGUDA,BLUMENAU,SC,BRASIL,,(047) 33267051,(047) 33267051,sergio@kuala.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,SERGIO ANTONIO CORDEIRO DE OLIVEIRA,1/3/1969,"RUA REPúBLICA ARGENTINA, 751",,PONTA AGUDA,BLUMENAU,SC,,89050100,(47) 33267051,(47) 33267051,SERGIO@KUALA.COM.BR,BOLSA
574,,ARTHUR LANGE SA IND E COM,ARTHUR LANGE,TEXTIL E VESTUÁRIO,PJ,9.21894E+13,7/20/1977,12/3/1962,1/4/2011,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/4/2011,,,Categoria A,1/1/2010,V. L. CARDOSO & CIA - AUDITORES INDEPENDENTES,4.81669E+12,SEDE,BR 116 KM 481,,CENTRO,TURUÇU,RS,BRASIL,,(0532) 32842500,(53) 32771288,lange2@arthurlange.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO ANTONIO SCAGLIA JOSE DIAS,4/30/2008,"AV. DOM JOAQUIM, 529 APT.602",,TRES VENDAS,PELOTAS,RS,,95055410,(53) 30264220,(53) 30264249,LANGE2@TERRA.COM.BR,BOLSA
582,,ASBERIT SA,ASBERIT,OUTRAS ATIVIDADES INDUSTRIAIS,PJ,3.33196E+13,2/24/1981,,3/18/1986,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,3/18/1986,,,,,,,SEDE,"RUA DA AJUDA, 35/26 ANDAR",,,RIO DE JANEIRO,RJ,BRASIL,,(21) 22229870,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIGI BIANCHERI,2/24/1981,"RUA DA AJUDA, 35/26 ANDAR",,,RIO DE JANEIRO,RJ,,20010000,(21) 2229870,,,BALCÃO NÃO ORGANIZADO
590,,ASO METAL SA,ASO METAL,METALURGIA E SIDERURGIA,PJ,4.94482E+12,4/27/1970,,7/6/1992,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,7/6/1992,,,,,REYNALDO DE SOUZA MELLO,769495249,SEDE,RODOVIA BR 316 KM 2,,,ANANINDEUA,PA,BRASIL,,(91) 2351016,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALDO SERRANO DE N VERGUEIRO,4/27/1970,R MARIA RODRIGUES 62,,,RIO DE JANEIRO,RJ,,21030000,(21) 2601342,,,BALCÃO NÃO ORGANIZADO
604,,ATMA SA,ATMA,Petroquímicos e Borracha,PJ,6.1511E+13,8/19/1970,,3/22/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/22/2005,,,,,MOORE CROSS AUDITORES INDEP SC,6.13577E+13,SEDE,R DA ALFANDEGA 323/3º AND,,CENTRO,RIO DE JANEIRO,RJ,BRASIL,,(11) 38610015,(11) 38610015,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOAO GUILHERME GONCALVES,8/19/1970,RUA DO CURTUME 392/434,,,SÃO PAULO,SP,,5065000,(11) 8610015,(0011) 8610015,,BOLSA
620,,DUREX INDUSTRIAL SA,DUREX,"Máquinas, Equipamentos, Veículos e Peças",PJ,6.08814E+13,7/20/1977,,1/10/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,1/10/2000,,,,,ADNER AUDITORIA E PLANEJAMENTO S/S,6.07454E+13,SEDE,RUA JACERU Nº 247,,BROOKLIN PAULISTA,SÃO PAULO,SP,BRASIL,,(0115) 5612125,(11) 5423015,contab@durex.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,VICTOR ARMELE DE P FREITAS,7/20/1977,RUA JACERU Nº  247,,BROOKLIN PAULISTA,SÃO PAULO,SP,,4705900,(11) 55612125,(11) 5423015,titovf@dialdata.com.br,BOLSA
655,,AUXILIAR LEASING SA ARR MERC,AUXILIAR LEASING,ARRENDAMENTO MERCANTIL,PJ,5.19966E+13,11/26/1981,,1/30/1991,ELISÃO POR INCORPORAÇÃO,CANCELADA,1/30/1991,,,,,PEAT MARWICK MITCHELL & CO,6.1562E+13,SEDE,"RUA BOA VISTA, 186-5 ANDAR",,,SÃO PAULO,SP,BRASIL,,(11) 2395211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,HENRI CLAUDE KOERSEN,11/26/1981,"RUA BOA VISTA, 356 - 12.ANDAR",,,SÃO PAULO,SP,,1014000,(11) 2395211,,,BALCÃO NÃO ORGANIZADO
680,,BACRAFT SA INDUSTRIA DE PAPEL,BACRAFT,PAPEL E CELULOSE,PJ,1.51955E+13,7/20/1977,,5/12/2006,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,5/12/2006,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"ESTRADA DO SUBAÉ, S/N",,SUBAÉ,SANTO AMARO,BA,BRASIL,,(75) 2412011,(75) 2412087,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JUAN CARLOS LENIS BRAVO,7/1/2005,"RUA SAMIA HADDAD, 150",APTO. 82,VILA SUZANA,SÃO PAULO,SP,,5709050,(11) 45034574,(11) 45034697,VIVIANE.M.AMARELO@KCC.COM,BALCÃO NÃO ORGANIZADO
698,,BAHEMA AGROPECUARIA SA,BAHEMA AGROPECUARIA,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,1.36057E+13,7/20/1977,,8/30/1991,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,8/30/1991,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,ROD BR 324 KM 0 CX POSTAL 1370,,,SALVADOR,BA,BRASIL,,(71) 2557582,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,CARLOS EDUARDO A. FERREIRA,7/20/1977,ROD BR 324 KM 0 CX POSTAL 1370,,,SALVADOR,BA,,40350000,(71) 2557582,,,BALCÃO NÃO ORGANIZADO
701,BAHI,BAHEMA EDUCACAO S.A.,BAHEMA,Emp. Adm. Part. - Educação,PJ,4.59872E+13,1/2/1974,11/19/1960,,,ATIVO,1/2/1974,FASE OPERACIONAL,1/2/1974,Categoria A,1/1/2010,BKS AUDITORES,1.97274E+12,SEDE,"Av Brigadeiro Faria Lima, 2.369",Cjs. 812 a 815,Jardim Paulistano,SÃO PAULO,SP,BRASIL,,(11) 30817142,(11) 30817142,ri@bahema.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,GUILHERME AFFONSO FERREIRA FILHO,3/29/2016,RUA ESTADOS UNIDOS,1342,JARDIM AMERICA,SÃO PAULO,,,1427001,(11) 30851521,(11) 30817142,ri@bahema.com.br,BOLSA
710,,BAHIA OTHON PALACE HOTEL SA,BAHIA OTHON PALACE,HOSPEDAGEM E TURISMO,PJ,1.5258E+13,11/30/1973,,10/26/1984,ELISÃO POR INCORPORAÇÃO,CANCELADA,10/26/1984,,,,,,,SEDE,"AV.PRES.VARGAS,2456",,,SALVADOR,BA,BRASIL,,(71) 2471044,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ANTONIO JEOVA PEREIRA LIMA,11/30/1973,"RUA TEOFILO OTONI,15-SALA 906",,,RIO DE JANEIRO,RJ,,20090000,(21) 2471044,,,BOLSA
728,,HSBC SEGUROS BRASIL SA,HSBC SEGUROS BRASIL,SEGURADORAS E CORRETORAS,PJ,7.65384E+13,7/20/1977,,12/26/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,12/26/2000,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,TRAV OLIVEIRA BELO 34/2º ANDAR,,CENTRO,CURITIBA,PR,BRASIL,,(41) 3218843,(41) 3218162,,DIRETOR DE RELAÇÕES COM INVESTIDORES,BRIAN JOHN GUEST,7/20/1977,TRAV OLIVEIRA BELO 34/2º ANAR,,CENTRO,CURITIBA,PR,,80020030,(41) 3218843,(41) 3218162,,BOLSA
736,,HSBC LEASING A.M.(BRASIL) SA,HSBC LEASING,ARRENDAMENTO MERCANTIL,PJ,4.48474E+13,9/23/1981,,12/23/1999,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,12/23/1999,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,R PROF MARIA ASSUMPCAO 637,,HAUER,CURITIBA,PR,BRASIL,,(41) 3218209,(41) 3218220,,DIRETOR DE RELAÇÕES COM INVESTIDORES,CHRISTOPHER DAVID HARRIS,9/23/1981,R PROF MARIA ASSUMPCAO 637,,HAUER,CURITIBA,PR,,81630040,(41) 3218209,(41) 3218220,,
744,,BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL,BAMERINDUS SA PARTICIPAÇÕES E EMPREENDIMENTOS - EM LIQUIDAÇÃO EXTRAJUDICIAL,Emp. Adm. Part. - Intermediação Financeira,PJ,7.65432E+13,7/20/1977,6/3/1966,1/9/2007,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,1/9/2007,,,,,,,SEDE,R JOSE LOUREIRO 371/3º ANDAR,,CENTRO,CURITIBA,PR,BRASIL,,(41) 3103800,(41) 3103869,,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
752,,BAMERINDUS SA CRED IMOBILIARIO,BAMERINDUS IMOB,CRÉDITO IMOBILIÁRIO,PJ,7.66591E+13,7/20/1977,,11/27/1987,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/27/1987,,,,,ARTHUR YOUNG AUD ASSOCIADOS SC,4.38383E+13,SEDE,"RUA FREDERICO MAURER, 252",,,CURITIBA,PR,BRASIL,,(41) 2212121,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MAURICIO SCHULMAN,7/20/1977,"RUA COMENDADOR ARAUJO,551",,,CURITIBA,PR,,80420000,(41) 2242873,,,BOLSA
760,,BAMERINDUS SA FINANC CRED INV,BAMERINDUS FCI,BANCOS,PJ,7.51701E+13,7/20/1977,,5/9/1989,ELISÃO POR INCORPORAÇÃO,CANCELADA,5/9/1989,,,,,ARTHUR YOUNG AUD ASSOCIADOS SC,4.38383E+13,SEDE,R MARECHAL DEODORO 320 10 AND,,,CURITIBA,PR,BRASIL,,(41) 2213324,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ANTONIO FERREIRA NETO,7/20/1977,R TEN FRANCISCO F SOUZA 766,,,CURITIBA,PR,,81500000,(41) 2242873,,,BOLSA
779,,BANCO AGRIMISA SA,BCO AGRIMISA,BANCOS,PJ,2.49868E+13,7/20/1977,,3/22/2005,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,3/22/2005,,,,,FERNANDO MOTTA & ASSOCIADOS - AUDITORES INDEPENDENTES,1.75087E+13,SEDE,RUA ESP SANTO 505/4 ANDAR,,,BELO HORIZONTE,MG,BRASIL,,(31) 2712033,(31) 2711667,,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
787,,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,BANCO COMERCIAL E DE INVESTIMENTO SUDAMERIS S.A.,BANCOS,PJ,6.12302E+13,7/20/1977,,8/24/2000,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,8/24/2000,,,,,RUHTRA S/C,3.30173E+13,SEDE,"Avenida Paulista, 1.374",3º andar (parte),CERQUEIRA CESAR,SÃO PAULO,SP,BRASIL,,(11) 35533200,(11) 35533200,juridsocietario@santander.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,GIOVANNI URIZIO,7/20/1977,AV PAULISTA 1000/16º ANDAR,,BELA VISTA,SÃO PAULO,SP,,1310912,(11) 31709925,(11) 2535052,bas@bas.com.br,BOLSA
795,,BANCO CREFISUL S.A.,CREFISUL,BANCOS,PJ,5.29404E+13,7/20/1977,,5/9/2006,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,CANCELADA,5/9/2006,,,,,AUDILINK & CIA. AUDITORES,2.16358E+12,SEDE,"AV. PAULISTA, 2421 - 6º ANDAR",,CERQUEIRA CESAR,SÃO PAULO,SP,BRASIL,,(11) 30634400,(11) 30634398,Oscar.crefisul@terra.com.br,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
809,,BCO AUXILIAR SA,BCO AUXILIAR,BANCOS,PJ,6.08851E+13,12/2/1969,,1/30/1991,ELISÃO POR INCORPORAÇÃO,CANCELADA,1/30/1991,,,,,PEAT MARWICK MITCHELL & CO,6.1562E+13,SEDE,"RUA BOA VISTA, 192",,,SÃO PAULO,SP,BRASIL,,(11) 2395211,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOAO ANDRIJIC MALANDRIN,12/2/1969,"RUA BOA VISTA, 356/12 ANDAR",,,SÃO PAULO,SP,,1014000,(11) 2279185,,,BALCÃO NÃO ORGANIZADO
817,,BCO BAMERINDUS INVS SA,BCO BAMERINDUS INVS,BANCOS,PJ,7.64846E+13,7/20/1977,,11/10/1988,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,11/10/1988,,,,,ARTHUR YOUNG AUD ASSOCIADOS SC,4.38383E+13,SEDE,R TEN FRANCISCO F SOUZA 766,,,CURITIBA,PR,BRASIL,,(0004) 2212528,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,OTTORINO MARINI,7/20/1977,R TEN FRANCISCO F SOUZA 766,,,CURITIBA,PR,,81500000,(41) 2242873,,,BOLSA
825,,BANCO BAMERINDUS BRASIL SA,BCO BAMERINDUS DO BRASIL S.A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,BANCOS,PJ,7.65431E+13,7/20/1977,9/23/1952,7/18/2006,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,7/18/2006,,,,,BAZZANEZE AUDITORES INDEPENDENTES S/S,4.0184E+13,SEDE,RUA JOSE LOUREIRO 371/3º ANDAR,,CENTRO,CURITIBA,PR,BRASIL,,(41) 3103800,(41) 3103869,pereira.bbb@onda.com.br,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
833,,BANCO BANDEIRANTES DE INVESTIMENTOS SA,BCO BANDEIRANTES INVESTIMENTOS,BANCOS,PJ,6.30906E+13,7/20/1977,4/13/1971,10/31/2001,INCORPORAÇÃO,CANCELADA,10/31/2001,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,AV EUSEBIO MATOSO 891,,PINHEIROS,SÃO PAULO,SP,BRASIL,,(011) 2337165,(11) 37897128,thoms@bandeirantes.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,CESAR AUGUSTO SIZENANDO SILVA,7/20/1977,"AV. EUSÉBIO MATOSO, N° 891 - 4",° ANDAR,PINHEIROS,SÃO PAULO,SP,,5423901,(11) 30974400,(11) 37897542,investor.relations@unibanco.com.br,BOLSA
841,,UNICARD BANCO MULTIPLO S.A.,BCO BANDEIRANTES,BANCOS,PJ,6.10714E+13,7/20/1977,10/2/1944,11/28/2002,INCORPORAÇÃO,CANCELADA,11/28/2002,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,AV MARCOS PENTEADO U RODRIGUES,"939,10º A,T.1",TAMBORÉ,BARUERI,SP,BRASIL,,(11) 50199872,(11) 50199986,RELACIONAMENTO.BACEN@ITAU-UNIBANCO.COM.BR,DIRETOR DE RELAÇÕES COM INVESTIDORES,GERALDO TRAVAGLIA FILHO,7/20/1977,"AV.EUSÉBIO MATOSO, Nº 891 - 4º",ANDAR,PINHEIROS,SÃO PAULO,SP,,5423901,(11) 30971313,(11) 37897542,ri@unibanco.com.br,BOLSA
850,,BANCO BOAVISTA INTERATLÂNTICO S.A.,BANCO BOAVISTA INTERATLANTICO SA,BANCOS,PJ,3.34855E+13,7/20/1977,,12/8/1999,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,12/8/1999,,,,,RUHTRA S/C,3.30173E+13,SEDE,"CIDADE DE DEUS, S/N",PRÉDIO PRATA 4 AND,VILA YARA,OSASCO,SP,BRASIL,,(11) 36845122,(11) 36845449,4260.GUILHERME@BRADESCO.COM.BR,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO ABECASSIS ESPIRITO SANTO SILVA,7/20/1977,PC PIO X 118/12º ANDAR,,CENTRO,RIO DE JANEIRO,RJ,,20091040,(21) 2121711,(21) 2539849,,BOLSA
868,,BANCO SANTANDER S.A.,BANCO SANTANDER S.A.,,PJ,3.35176E+13,7/20/1977,,12/16/1992,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,12/16/1992,,,,,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"RUA AMADOR BUENO, 474",,SANTO AMARO,SÃO PAULO,SP,BRASIL,,(11) 51053535,(11) 51053788,JURIDSOCIETARIO@BANESPA.COM.BR,DIRETOR DE RELAÇÕES COM INVESTIDORES,GEOFFREY AINSWORTH LANGLANDS,7/20/1977,AV RIO BRANCO 138/9 ANDAR,,,RIO DE JANEIRO,RJ,,20057000,(21) 2718412,,,BOLSA
876,,BS INFORM E ADMINISTR SA,BS INFORM E ADMINIST,,PJ,6.13568E+13,7/20/1977,,10/4/1991,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,10/4/1991,,,,,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",6.26504E+13,SEDE,AV RIO BRANCO 138/12 ANDAR,,,RIO DE JANEIRO,RJ,BRASIL,,(021) 2718000,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,ORLANDO MARTINS SOARES FILHO,7/20/1977,AV RIO BRANCO 138/9 ANDAR,,,RIO DE JANEIRO,RJ,,20057000,(21) 2718000,,,BOLSA
884,,BCO BRADESCO INVESTIMENTO SA,BRADESCO INV,BANCOS,PJ,6.08851E+13,7/20/1977,,11/26/1992,ELISÃO POR INCORPORAÇÃO,CANCELADA,11/26/1992,,,,,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,CIDADE DE DEUS,,,OSASCO,SP,BRASIL,,(11) 7014011,,,DIRETOR DE RELAÇÕES COM INVESTIDORES,DORIVAL ANTONIO BIANCHI,7/20/1977,CIDADE DEUS/PRED AMARELO/2 AND,,,OSASCO,SP,,6029000,(11) 7039837,,,BOLSA
892,,BBC ADM E PARTICIPAÇÃO-EM LIQUIDAÇÃO ORDINÁRIA,BBC,Emp. Adm. Part. - Sem Setor Principal,PJ,1.30046E+13,1/30/1981,,7/18/2006,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CANCELADA,7/18/2006,,,,,TEIXEIRA & ASSOCIADOS AUDITORES INDEPENDENTES,3.87263E+13,SEDE,"RUA LONGITUDINAL, 1545","QUADRA K, LOTE 06",SETOR LESTE VILA NOVA,GOIÂNIA,GO,BRASIL,,(62) 2127822,(62) 2246066,,,,,,,,,,,,,,,BALCÃO NÃO ORGANIZADO
906,BBDC,BANCO BRADESCO S.A.,BANCO BRADESCO S.A.,BANCOS,PJ,6.07469E+13,7/20/1977,3/2/1943,,,ATIVO,7/20/1977,FASE OPERACIONAL,7/20/1977,Categoria A,1/1/2010,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,NÚCLEO CIDADE DE DEUS S/N,PR AMAR 1 AND,VILA YARA,OSASCO,SP,BRASIL,,(11) 36844522,(11) 36845645,andre.cruz@bradesco.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LEANDRO DE MIRANDA ARAUJO,1/30/2019,"NUCLEO CIDADE DE DEUS, S/N°",,VILA YARA,OSASCO,SP,,6029900,(11) 36849441,(11) 36843811,diretoria_ri@bradesco.com.br,BOLSA
914,,BANCO ITABANCO S/A,BANCO ITABANCO S/A,BANCOS,PJ,9.27236E+13,7/20/1977,,3/8/1996,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,CANCELADA,3/8/1996,,,,,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,AV ANDROMEDA S/N - PREDIO 21,NIVEL 06,ALPHAVILLE,BARUERI,SP,BRASIL,,(11) 8272261,(11) 4214015,,DIRETOR DE RELAÇÕES COM INVESTIDORES,EDUARDO MARCO MODIANO,7/20/1977,AV P.J.KUBITSCHEK 1830 TORR II,,,SÃO PAULO,SP,,4543900,(11) 8272261,(0011) 8203785,,BOLSA
922,BAZA,BANCO DA AMAZÔNIA S.A.,BANCO DA AMAZONIA S.A.,INTERMEDIAÇÃO FINANCEIRA,PJ,4.90298E+12,7/20/1977,7/9/1942,,,ATIVO,7/20/1977,FASE OPERACIONAL,7/20/1977,Categoria A,1/1/2010,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"AVENIDA PRESIDENTE VARGAS , 800",,CAMPINA,BELÉM,PA,BRASIL,,(91) 40083340,(91) 32235175,investidores@bancoamazonia.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LUIS PETRÔNIO NUNES AGUIAR,4/29/2016,"AVENIDA PRESIDENTE VARGAS, 800",14º ANDAR,CAMPINA,BELÉM,PA,,66017910,(91) 40083461,(91) 32235175,luis.aguiar@bancoamazonia.com.br,BOLSA
930,,BANCO BOCOM BBM S.A.,BCO BOCOM BBM,BANCOS,PJ,1.51144E+13,7/20/1977,,7/26/1993,ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,CANCELADA,7/26/1993,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,RUA MIGUEL CALMON 398,7º ANDAR,COMÉRCIO,SALVADOR,BA,,,(21) 25148477,(21) 25148295,compliance@bocombbm.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PEDRO HENRIQUE M BITTENCOURT,7/20/1977,R MIGUEL CALMON 57/2 ANDAR,,,SALVADOR,BA,,40015010,(71) 2432666,,,BOLSA
949,,BANCO CREDITO REAL DE MG SA,BANCO CREDITO REAL DE MG,BANCOS,PJ,2.1563E+13,7/20/1977,,6/30/1998,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,6/30/1998,,,,,RUHTRA S/C,3.30173E+13,SEDE,RUA ESPIRITO SANTO 485/3 ANDAR,,,BELO HORIZONTE,MG,BRASIL,,(31) 2393946,(31) 2393057,4260.GUILHERME@BRADESCO.COM.BR,DIRETOR DE RELAÇÕES COM INVESTIDORES,DECIO TENERELLO,7/20/1977,,,,BELO HORIZONTE,MG,,30160917,(31) 2393230,(0031) 2393057,,BOLSA
957,,BANCO BCN S.A.,BANCO BCN S.A.,BANCOS,PJ,6.08987E+13,7/20/1977,,7/28/1998,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,7/28/1998,,,,,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"AV. NAçõES UNIDAS, 12901",TORRE OESTE - 3º A,BROOKLIN NOVO,SÃO PAULO,SP,BRASIL,,(011) 55092444,(11) 55092695,ANAPAULA@BRAM.BRADESCO.COM.BR,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCIO ARTUR LAURELLI CYPRIANO,7/20/1977,AV NACOES UNIDAS 12901/2º,,BROOKLIN,SÃO PAULO,SP,,4568000,(11) 72967722,(0011) 4212055,,BOLSA
965,,BCR BCO CREDITO REAL SA,BCO CRED REAL DO RS,BANCOS,PJ,9.26913E+13,7/20/1977,,2/8/1999,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CANCELADA,2/8/1999,,,,,ARTHUR ANDERSEN BIEDERMANN A I,4.40382E+13,SEDE,R SETE DE SETEMBRO 1087,,,PORTO ALEGRE,RS,BRASIL,,(51) 2281922,(51) 2286691,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MAURICIO JOSE LARA,7/20/1977,R SETE DE SETEMBRO 1087,,,PORTO ALEGRE,RS,,90010191,(51) 2281922,(0051) 2286691,,BOLSA
